Epoch,loss_train,acc_train,loss_test,acc_test
40,0.12205994864604597,0.9377777777777778,0.06966042827116325,0.98
41,0.09682077872727451,0.9222222222222223,0.0673084394657053,0.98
42,0.05485837890943191,0.9444444444444444,0.06469018945790594,0.98
43,0.14907664211531138,0.9288888888888889,0.06641472561750561,0.98
44,0.0503110545045086,0.9355555555555556,0.07018243777565658,0.98
45,0.056294861867831184,0.9355555555555556,0.08027860355650773,0.98
46,0.1115517277463243,0.9311111111111111,0.06848444262868725,0.98
47,0.08320838103777375,0.92,0.0716036346857436,0.98
48,0.05942611861974001,0.9577777777777777,0.07502470462350175,0.98
49,0.20075411747755675,0.9311111111111111,0.06614826081204228,0.98
50,0.08794511000400987,0.9511111111111111,0.0658782285900088,0.98
51,0.061067912037131085,0.9444444444444444,0.0704586860811105,0.98
52,0.13346257317682791,0.9488888888888889,0.07170212801429443,0.98
53,0.05066711182609714,0.9555555555555556,0.0642193452513311,0.98
54,0.049193480798717715,0.9377777777777778,0.07294971236842684,0.98
55,0.04246739635308241,0.9511111111111111,0.07396447130304296,0.98
56,0.09733942515168596,0.9511111111111111,0.06902282490045764,0.98
57,0.09247667412273586,0.9533333333333334,0.06649122115049977,0.98
58,0.08116205719074812,0.9444444444444444,0.0593902170585352,0.98
59,0.06320022720972011,0.9355555555555556,0.06549008574802428,0.98
60,0.05627359384028562,0.94,0.535569848070736,0.98
61,0.08111024879978905,0.9466666666666667,0.07014627709577326,0.98
62,0.17623505140815315,0.9533333333333334,0.06273624795721844,0.98
63,0.20177584515627603,0.9488888888888889,0.08321378534310497,0.98
64,0.14884958232367604,0.9377777777777778,0.0700262874524924,0.98
65,0.08591302725133197,0.9488888888888889,0.07059036967984866,0.96
66,0.12532832495996665,0.9466666666666667,0.06445798184722662,0.98
67,0.08205089474032665,0.9355555555555556,0.07119848903676029,0.98
68,0.06086324139273372,0.92,0.06904632407895406,0.98
69,0.20959822656907912,0.9355555555555556,0.06331523229164304,0.96
70,0.09363219848480718,0.8888888888888888,0.06601162004517391,0.98
71,0.06976959456143708,0.9288888888888889,0.0798777049058117,0.98
72,0.06369034286813233,0.9244444444444444,0.07275123489671387,0.98
73,0.10951520059386204,0.9155555555555556,0.07090475817676634,0.98
74,0.08835460300204055,0.9311111111111111,0.07017881118372316,0.98
75,0.10817204303397186,0.9088888888888889,0.0631494767148979,0.98
76,0.077889419931533,0.9155555555555556,0.061977366800419986,0.96
77,0.11772162113981001,0.8866666666666667,0.05102696306130383,0.98
78,0.12065970981172447,0.8911111111111111,0.0507331489934586,0.98
79,0.16438475508114386,0.8466666666666667,0.047885301610222086,0.98
80,0.20150038789443928,0.8511111111111112,0.04967671254235029,0.98
81,0.14167335539542394,0.8422222222222222,0.0717874349502381,0.98
82,0.17783538586106792,0.8666666666666667,0.06819803226971999,0.98
83,0.18342519442326036,0.8222222222222222,0.054456299360026605,0.96
84,0.2919792466122529,0.8044444444444444,0.057745893762330525,0.98
85,0.19926586914165267,0.7777777777777778,0.05204657705326099,0.98
86,0.2380645115827692,0.7822222222222223,0.05349004082381725,0.96
87,0.24922508701425175,0.84,0.06468075459997635,0.96
88,0.19823518934948692,0.7955555555555556,0.060849200119264424,0.96
89,0.15651168198934917,0.8088888888888889,0.06683418992906809,0.94
90,0.2263040227879738,0.8222222222222222,0.05287801445228979,0.96
91,0.16275433585818472,0.8111111111111111,0.059931518509984016,0.94
92,0.16953444134058623,0.8133333333333334,0.036707230465253815,0.98
93,0.20358576195250297,0.8244444444444444,0.055611251038499177,0.94
94,0.2034714879339625,0.7888888888888889,0.06925655563827604,0.94
95,0.19814228895923186,0.7888888888888889,0.08673608349636197,0.96
96,0.22707049728467546,0.7866666666666666,0.09100172063335776,0.98
97,0.18468951324707475,0.8066666666666666,0.08835568989161402,0.96
98,0.15043554288046113,0.8022222222222222,0.06757735001156107,0.98
99,0.2261252842586616,0.8511111111111112,0.06942249793792143,0.96
100,0.1902105719621839,0.7844444444444445,0.0886566877597943,0.94
101,0.20382702427691426,0.8288888888888889,0.08232438587583601,0.96
102,0.23604939543995365,0.8422222222222222,0.04575543020655459,0.98
103,0.23184041974359546,0.84,0.045179445238318294,0.98
104,0.18489947850848065,0.84,0.04328795679612085,0.98
105,0.13074801672763867,0.8511111111111112,0.04390671975852456,0.98
106,0.16167225296898136,0.8577777777777778,0.052033323561772704,0.98
107,0.1475188851613423,0.8066666666666666,0.05751320918716374,0.98
108,0.13190538526095194,0.8666666666666667,0.04331829242801177,0.98
109,0.16342701827143802,0.8711111111111111,0.05617936253838707,0.96
110,0.11590206770804422,0.86,0.06976991860574344,0.98
111,0.15640785037700472,0.8644444444444445,0.0950646078272257,0.94
112,0.18377600090000137,0.8688888888888889,0.07208142276795115,0.98
113,0.19933139038240089,0.8822222222222222,0.10663550536264665,0.96
114,0.2007613249829617,0.8688888888888889,0.0896975148934871,0.98
115,0.17064737657020831,0.86,0.06160273247951409,0.98
116,0.14750251996106115,0.9022222222222223,0.05667030328186229,0.98
117,0.1658861515882971,0.8866666666666667,0.05229824771231506,0.98
118,0.10024947114288807,0.88,0.05886310739606415,0.98
119,0.13145778588308343,0.8911111111111111,0.05406150310955127,0.98
120,0.15032080206056608,0.8933333333333333,0.04586817407107446,0.98
121,0.077443135083364,0.9088888888888889,0.055184690514579415,0.98
122,0.20047567354450965,0.8955555555555555,0.04608122080389876,0.98
123,0.08701789115780387,0.8888888888888888,0.05524629899264255,0.98
124,0.0749006864518441,0.9422222222222222,0.3473113217551145,0.98
125,0.1681921611668478,0.9288888888888889,0.046841701081120846,0.98
126,0.07170698687369967,0.9133333333333333,0.06054757013407652,0.98
127,0.07613285974567306,0.9044444444444445,0.07220574589996431,0.98
128,0.08467716429832167,0.94,0.05783839408104541,0.98
129,0.11096497703793234,0.9222222222222223,0.07297165085401502,0.98
130,0.07445094769756341,0.9155555555555556,0.08320967478903185,0.98
131,0.1289579874578992,0.9422222222222222,0.0862518304875266,0.98
132,0.13933168579663696,0.9111111111111111,0.07952479774758103,0.98
133,0.059149235796087,0.9288888888888889,0.07398382630617562,0.98
134,0.17166057761341078,0.9222222222222223,0.07268996601123945,0.98
135,0.07423132446851453,0.9133333333333333,0.07309620494925184,0.98
136,0.0904798246759536,0.9377777777777778,0.07116195455455454,0.98
137,0.08875127121452885,0.9311111111111111,0.5780893280389137,0.98
138,0.06852138664669774,0.9422222222222222,0.07545437619683071,0.98
139,0.09335336323972021,0.9333333333333333,0.08232308419974288,0.98
140,0.10818738139692116,0.9377777777777778,0.07288789557424025,0.98
141,0.060258813194352494,0.9511111111111111,0.07614183575788047,0.98
142,0.14464587317619088,0.9511111111111111,0.07426169138852856,0.98
143,0.06902394261500187,0.9422222222222222,0.06900578490967746,0.98
144,0.05578930790793022,0.9377777777777778,0.07301747102064837,0.98
145,0.04362897794886396,0.9577777777777777,0.07348781788823544,0.98
146,0.05139358467743572,0.9511111111111111,0.07204213024306227,0.98
147,0.0919396663245199,0.9444444444444444,0.07168081744475785,0.98
148,0.04128334834641809,0.9688888888888889,0.06709761084857746,0.98
149,0.0572007948388185,0.9622222222222222,0.06684594283888146,0.98
150,0.03351279734914865,0.9711111111111111,0.07262495139366365,0.98
151,0.10988310441085748,0.96,0.07011112347936432,0.98
152,0.10614901199005544,0.9711111111111111,0.07480742117331829,0.98
153,0.07278081444935103,0.9688888888888889,0.07170900897494903,0.98
154,0.0411239842290123,0.9666666666666667,0.5425446811459551,0.98
155,0.10239771025351666,0.9488888888888889,0.06241381048857875,0.98
156,0.04298602936564591,0.96,0.06874862075255805,0.98
157,0.20493552196321302,0.9377777777777778,0.06558763338034623,0.98
158,0.03570048068650067,0.9577777777777777,0.06911842016893388,0.98
159,0.06354676612556495,0.9444444444444444,0.07422004496311274,0.98
160,0.09820252877724325,0.9711111111111111,0.07719080022252456,0.98
161,0.14753542674287898,0.94,0.06895211831943016,0.98
162,0.15294467974935883,0.9422222222222222,0.06737877401974401,0.98
163,0.05157432306943269,0.9555555555555556,0.07466402718091558,0.98
164,0.055982536451634146,0.9377777777777778,0.0743098855145945,0.98
165,0.032817100359383844,0.9533333333333334,0.06946960185996431,0.98
166,0.04081686781237608,0.9422222222222222,0.07372308495541802,0.98
167,0.10048241178296378,0.94,0.07653511873286334,0.98
168,0.08036806765173016,0.9466666666666667,0.07456060502045148,0.98
169,0.05402656864166131,0.9533333333333334,0.06351606469615945,0.98
170,0.08677081553594626,0.9555555555555556,0.07367567031633371,0.98
171,0.09155467258573606,0.9377777777777778,0.07069409466566867,0.98
172,0.07636207416011341,0.9288888888888889,0.6419141778351332,0.98
173,0.05877228143849764,0.9333333333333333,0.07486516496283002,0.98
174,0.059918478303910075,0.96,0.06632044573734674,0.98
175,0.0431612353422679,0.9533333333333334,0.0841171221982222,0.98
176,0.12513960472404442,0.9533333333333334,0.08811215286732477,0.98
177,0.09231691245503466,0.9288888888888889,0.0908196885623056,0.98
178,0.08171755025677126,0.9311111111111111,0.758814325396088,0.98
179,0.12006997679970388,0.9311111111111111,0.105790579051245,0.98
180,0.11327682326322999,0.9177777777777778,0.08156177860291791,0.98
181,0.12375440862800541,0.9133333333333333,0.0785258788819192,0.98
182,0.09157152644133773,0.9022222222222223,0.07201677938064677,0.98
183,0.1466964016475811,0.9022222222222223,0.067595109299873,0.98
184,0.12613558599018845,0.8777777777777778,0.0734131466706458,0.98
185,0.17542006203840518,0.8911111111111111,0.06377572783640062,0.96
186,0.12128198917569785,0.8622222222222222,0.06951681491136696,0.96
187,0.1090713282083643,0.8933333333333333,0.07895247698752428,0.96
188,0.1892586011953395,0.8844444444444445,0.062014605704462156,0.98
189,0.14061743489884096,0.8644444444444445,0.0641009502869565,0.98
190,0.22601080281210356,0.8577777777777778,0.0538238862354774,0.98
191,0.15206357900952472,0.8488888888888889,0.0433935409237165,0.98
192,0.18348384253552247,0.8511111111111112,0.04842073094914667,0.98
193,0.17334539494637785,0.8177777777777778,0.06702433270402253,0.96
194,0.22343619861479463,0.8377777777777777,0.04424178382032551,0.98
195,0.18668331006734534,0.8111111111111111,0.09361309549422003,0.98
196,0.20403193150936016,0.8577777777777778,0.06796988600399345,0.98
197,0.16171394718875146,0.82,0.5363858890486881,0.98
198,0.13188415768973785,0.8755555555555555,0.05327278295226279,0.98
199,0.22575362245070524,0.8311111111111111,0.056726149094174616,0.98
200,0.17657648579313837,0.8444444444444444,0.057083199615590274,0.98
201,0.23367015876132866,0.8244444444444444,0.46930167535902,0.98
202,0.2179614975727324,0.8444444444444444,0.055167454687762074,0.98
203,0.3089412402618548,0.8022222222222222,0.061988258923520334,0.98
204,0.18362859427800465,0.8177777777777778,0.07581658771960065,0.96
205,0.1632436197893373,0.8355555555555556,0.060683900068397634,0.98
206,0.12509107178655163,0.8777777777777778,0.07738160074222833,0.98
207,0.33888089891266204,0.8955555555555555,0.0790617873572046,0.98
208,0.14336838518622622,0.84,0.07725483142712619,0.96
209,0.1773776470458713,0.8711111111111111,0.06238938553724438,0.98
210,0.16167184594890166,0.8311111111111111,0.05284306773683056,0.98
211,0.1338987867508469,0.8622222222222222,0.08280414270120673,0.98
212,0.18501975355220251,0.8733333333333333,0.06819683901267126,0.96
213,0.1684101029331314,0.8444444444444444,0.08208582382940222,0.98
214,0.16109100754918723,0.8844444444444445,0.08565778229967691,0.96
215,0.13618376785246977,0.8644444444444445,0.05620887094119098,0.98
216,0.12117448651456628,0.8844444444444445,0.07091096779913642,0.98
217,0.25931305831683604,0.8822222222222222,0.0767060344805941,0.98
218,0.11905292453693933,0.8555555555555555,0.08528623116581002,0.98
219,0.21482079289853573,0.8622222222222222,0.08087146238540299,0.98
220,0.13627448208341053,0.9,0.08886405307202949,0.98
221,0.13389744847242174,0.8688888888888889,0.09840722515946254,0.98
222,0.26951981139979486,0.8844444444444445,0.09343658748548478,0.98
223,0.22455317604130712,0.8444444444444444,0.09190804134050268,0.98
224,0.2000579767346639,0.8911111111111111,0.08999664844668587,0.98
225,0.11763565054420254,0.9155555555555556,0.0819419985600689,0.98
226,0.10669675137012682,0.9311111111111111,0.08409655233845115,0.98
227,0.1023762715611093,0.9111111111111111,0.0852801587243448,0.98
228,0.10220640130212595,0.9088888888888889,0.07958631918518222,0.98
229,0.07999708334883225,0.9311111111111111,0.07348197403916856,0.98
230,0.054387446139650096,0.9266666666666666,0.07510166097199544,0.98
231,0.0895848470611562,0.9355555555555556,0.07306505943415686,0.98
232,0.10164848672916535,0.9266666666666666,0.06299231920274906,0.98
233,0.11332548152783821,0.92,0.06966813033795916,0.98
234,0.10061715718294525,0.9266666666666666,0.07242501544533297,0.98
235,0.09679449221183514,0.9266666666666666,0.06526939690229483,0.98
236,0.14205694346335426,0.9133333333333333,0.0726950263569961,0.98
237,0.09566030731617377,0.9355555555555556,0.06627580150961876,0.98
238,0.05352589635756509,0.9488888888888889,0.06318303698571981,0.98
239,0.12363313606554835,0.92,0.0683097108117181,0.98
240,0.1022035520491672,0.9444444444444444,0.061465586462873034,0.98
241,0.05816485434931157,0.9311111111111111,0.06732186963927234,0.98
242,0.03556090517065905,0.9511111111111111,0.06977521380395046,0.98
243,0.06200375403518435,0.9377777777777778,0.07016675876366207,0.98
244,0.056802736723731304,0.9533333333333334,0.06902024667942896,0.98
245,0.1320677591359307,0.9488888888888889,0.07330560910122585,0.98
246,0.10994063308944219,0.9311111111111111,0.07001479619430029,0.98
247,0.06849198427918399,0.9377777777777778,0.5318411990738241,0.98
248,0.0497133802975817,0.9577777777777777,0.07019880142615875,0.98
249,0.07990956701466749,0.9355555555555556,0.07173437625169754,0.98
250,0.1761144576112515,0.9422222222222222,0.0682094524945569,0.98
251,0.10611045523546636,0.9466666666666667,0.06658721307212545,0.98
252,0.11674831315457564,0.9622222222222222,0.06742720608781383,0.98
253,0.059809651422507035,0.9422222222222222,0.06704861684920616,0.98
254,0.12841831854994185,0.9244444444444444,0.07428906929999357,0.98
255,0.048648126688304136,0.9666666666666667,0.0693161470189807,0.98
256,0.09095166213328726,0.9666666666666667,0.06617498818741296,0.98
257,0.051140729739362824,0.9511111111111111,0.06555645592334258,0.98
258,0.167046045946712,0.9377777777777778,0.07423711934825405,0.98
259,0.106482590147262,0.9311111111111111,0.06666546748601831,0.98
260,0.04512216314544965,0.98,0.5125490912250825,0.98
261,0.12364857064576112,0.96,0.06856195676664356,0.98
262,0.03655445853505155,0.9466666666666667,0.05365994040403166,0.98
263,0.047066426787782334,0.9511111111111111,0.05297238855928299,0.98
264,0.06379763405481033,0.9355555555555556,0.05663434583675553,0.98
265,0.09425981229588647,0.9311111111111111,0.0583070890406816,0.98
266,0.10661134830322759,0.9488888888888889,0.05754158908530371,0.98
267,0.06914844792657371,0.9533333333333334,0.06608425128797535,0.98
268,0.04280433556514567,0.9644444444444444,0.06104197705235492,0.98
269,0.08427741321542397,0.9466666666666667,0.06819242817073246,0.98
270,0.08701073351829987,0.9533333333333334,0.06065305545962474,0.98
271,0.04878359199662147,0.9488888888888889,0.06641444971319288,0.98
272,0.11229821147621963,0.94,0.06391477581928484,0.98
273,0.102996886041465,0.9377777777777778,0.06973803275104729,0.98
274,0.16090452398077168,0.9111111111111111,0.06915895956990425,0.98
275,0.18977592732548584,0.92,0.0630919121322222,0.98
276,0.1514521195264212,0.9066666666666666,0.06956824266671902,0.98
277,0.08290335537608841,0.8977777777777778,0.05090264136561018,0.98
278,0.10890406053834434,0.94,0.0735585192887811,0.98
279,0.1159840202408618,0.92,0.06955793904489838,0.98
280,0.0964998151215821,0.9,0.09287593398767058,0.98
281,0.07595358047521962,0.9066666666666666,0.08914304029894993,0.98
282,0.15109487415034453,0.9333333333333333,0.08589201757968112,0.98
283,0.08263491241839425,0.9177777777777778,0.07590204739608453,0.98
284,0.14299747446584032,0.9111111111111111,0.0766503577306139,0.98
285,0.10853880009581816,0.9111111111111111,0.06389470439899014,0.96
286,0.12868620093976116,0.8933333333333333,0.06146729572719778,0.98
287,0.13296559690658388,0.8955555555555555,0.07299148821039125,0.98
288,0.17939714421839292,0.8577777777777778,0.09925697298604064,0.96
289,0.09751959860421203,0.9155555555555556,0.07173497154872166,0.96
290,0.13477665267820502,0.9022222222222223,0.059168389620026574,0.96
291,0.13530790604699147,0.8844444444444445,0.041639902570750564,0.98
292,0.13754256429343387,0.8955555555555555,0.06057747549129999,0.98
293,0.18829622948221092,0.8866666666666667,0.07505583300007856,0.98
294,0.22686024580215072,0.8777777777777778,0.0758927348360885,0.98
295,0.15142664698691205,0.8911111111111111,0.048508632331504487,0.98
296,0.14553526624362786,0.8955555555555555,0.04391766282788012,0.98
297,0.11463786334056279,0.9266666666666666,0.08536105661187321,0.98
298,0.07113383222242882,0.92,0.07780392045970075,0.98
299,0.15948118837871428,0.9044444444444445,0.09167996180349292,0.96
300,0.18796581103755483,0.8977777777777778,0.08243044154369272,0.98
301,0.18163417000323534,0.8666666666666667,0.08721594176131475,0.98
302,0.17814980662459956,0.8711111111111111,0.08361676874483237,0.98
303,0.19385365446515637,0.8622222222222222,0.07100465541043377,0.98
304,0.20130416461876754,0.8377777777777777,0.0817790245928336,0.98
305,0.15735089767660046,0.8911111111111111,0.0663747953622078,0.98
306,0.20517395118829504,0.8711111111111111,0.07584443766972981,0.98
307,0.18797934097077312,0.8311111111111111,0.07571606010606047,0.96
308,0.22144873144811597,0.8911111111111111,0.07303394746850245,0.94
309,0.15747907269617606,0.8577777777777778,0.05058322807599325,0.96
310,0.19970556830280814,0.9044444444444445,0.03772507461326313,0.98
311,0.1601180835659134,0.86,0.03203602839494124,0.98
312,0.1050122214224318,0.9066666666666666,0.0334020303394027,0.98
313,0.11325389715232725,0.8933333333333333,0.023337091947269073,0.98
314,0.16705619689912118,0.9066666666666666,0.04373454484084505,0.98
315,0.1392612894675855,0.8844444444444445,0.0334555440240365,0.98
316,0.1194923703783545,0.9,0.04690886386379134,0.98
317,0.08956497416285605,0.8933333333333333,0.0378908016209607,0.98
318,0.08398234690057821,0.9022222222222223,0.03509960250812583,0.98
319,0.19758557667955756,0.9066666666666666,0.04427942110413596,0.98
320,0.16220044521293764,0.9088888888888889,0.036636649747379124,0.98
321,0.10428134683150284,0.9155555555555556,0.041422781179790036,0.98
322,0.07547686623152473,0.9222222222222223,0.042504433279134446,0.98
323,0.16519189838737505,0.92,0.04461446749064635,0.98
324,0.1135762916267689,0.9155555555555556,0.04648179674404673,0.98
325,0.07101486553438008,0.9555555555555556,0.05215203275656677,0.98
326,0.07689779796155877,0.9222222222222223,0.049090141321357805,0.98
327,0.13728320415549236,0.94,0.048030589077825425,0.98
328,0.13039612212089885,0.9466666666666667,0.04813036038103746,0.98
329,0.10852655562861212,0.9222222222222223,0.048890007674344815,0.98
330,0.07848976890492285,0.92,0.056856277067709016,0.98
331,0.23278533236990714,0.9533333333333334,0.0530469297154923,0.98
332,0.09386654442240452,0.9466666666666667,0.05028468967793742,0.98
333,0.10406320127016254,0.9355555555555556,0.04414408771754097,0.98
334,0.18420093724150852,0.9177777777777778,0.4081900531236897,0.98
335,0.09819624525623331,0.9511111111111111,0.04393357107164775,0.98
336,0.12545994320755888,0.9422222222222222,0.055844353744760156,0.98
337,0.04838561564924773,0.94,0.05587429404249633,0.98
338,0.09183105919510126,0.9422222222222222,0.05004270908830222,0.98
339,0.09648547773570593,0.9466666666666667,0.048634132926508755,0.98
340,0.05328674266789237,0.9422222222222222,0.047376830381836044,0.98
341,0.06659594062988743,0.9422222222222222,0.049899842960712704,0.98
342,0.09782565450135233,0.9577777777777777,0.05486710087643587,0.98
343,0.10297944700216939,0.9511111111111111,0.05485262981164851,0.98
344,0.10188605498667036,0.9422222222222222,0.047422125204320764,0.98
345,0.06072296836445558,0.9555555555555556,0.04497073409720542,0.98
346,0.04988769677082269,0.9377777777777778,0.048926651987130754,0.98
347,0.02845751479717678,0.9622222222222222,0.05068965754571764,0.98
348,0.13068751573707138,0.9377777777777778,0.05523890507538454,0.98
349,0.08477667045321893,0.9533333333333334,0.049168882705089345,0.98
350,0.08116278691409991,0.9577777777777777,0.04042595097416779,0.98
351,0.11230181126277251,0.9511111111111111,0.04613155022434512,0.98
352,0.0851543171588203,0.9555555555555556,0.04376878117545857,0.98
353,0.09868808806038878,0.9577777777777777,0.04771491038218301,0.98
354,0.06300424330000734,0.9577777777777777,0.04947896524299722,0.98
355,0.0426260856349535,0.96,0.04378760673353099,0.98
356,0.050070370916791,0.9622222222222222,0.051906930352231484,0.98
357,0.08299225266292241,0.9733333333333334,0.04676285745381392,0.98
358,0.10028964305569514,0.9577777777777777,0.0557692926981872,0.98
359,0.059697754133155506,0.9488888888888889,0.440221652508626,0.98
360,0.058677601571805,0.9666666666666667,0.05458130719489418,0.98
361,0.050401312975485904,0.9755555555555555,0.05175853651599027,0.98
362,0.10930156883590951,0.9622222222222222,0.050400402360537555,0.98
363,0.0641472518428004,0.9644444444444444,0.05053941116784699,0.98
364,0.09359810232377515,0.9488888888888889,0.051973624254969764,0.98
365,0.06564859411647093,0.9577777777777777,0.052251536541007226,0.98
366,0.09782944688701938,0.96,0.05084607971366495,0.98
367,0.09243532135713331,0.9488888888888889,0.05282053900191386,0.98
368,0.06814371324385163,0.9688888888888889,0.04479270553565584,0.98
369,0.12150706064983688,0.9577777777777777,0.046550281171221286,0.98
370,0.08475802108597268,0.9488888888888889,0.047263379201467615,0.98
371,0.06529284108044772,0.9511111111111111,0.29860717053998087,0.98
372,0.04517107741136489,0.9511111111111111,0.048282206615112955,0.98
373,0.07426320582804881,0.9422222222222222,0.05418342363554984,0.98
374,0.059363507285336806,0.9688888888888889,0.06148224643220601,0.98
375,0.05807118060404499,0.9488888888888889,0.07175539015588583,0.98
376,0.060964233522977807,0.9466666666666667,0.06083661227603443,0.98
377,0.048347064299942476,0.9511111111111111,0.05799916547948669,0.98
378,0.06183713486273613,0.9666666666666667,0.0604912836006406,0.98
379,0.1091471473236793,0.9444444444444444,0.05892078758915886,0.98
380,0.04170190587896725,0.9622222222222222,0.051851877572971716,0.98
381,0.059835257691106404,0.96,0.05384709348800243,0.98
382,0.06285768270026892,0.9177777777777778,0.05965130028926069,0.98
383,0.06231657996902178,0.9488888888888889,0.057678780392961926,0.98
384,0.11232496413466489,0.9444444444444444,0.0667079953582288,0.98
385,0.11104152173381941,0.9422222222222222,0.05994617700434901,0.98
386,0.04750654162389451,0.9377777777777778,0.07753313494322356,0.98
387,0.08191208180104351,0.9355555555555556,0.0571686348782805,0.98
388,0.05517118484391991,0.9377777777777778,0.07146068207293865,0.98
389,0.12904708667112322,0.9377777777777778,0.07466348644356913,0.96
390,0.12117477193282082,0.9022222222222223,0.04784890412338427,0.96
391,0.12908953287767183,0.9244444444444444,0.059504762408323586,0.96
392,0.1692824318748096,0.9133333333333333,0.05584283510563637,0.98
393,0.20753827174033584,0.9266666666666666,0.04969914416233223,0.98
394,0.13995650991925906,0.8844444444444445,0.028801289612601977,0.98
395,0.11723382544607439,0.8977777777777778,0.0542900532236672,0.98
396,0.15844208180326327,0.8488888888888889,0.06064229193589199,0.98
397,0.09175510757506408,0.9111111111111111,0.06117333582369611,0.98
398,0.11264287256475153,0.9155555555555556,0.08960717415902764,0.98
399,0.14363103724438056,0.8911111111111111,0.07344871831810451,0.98
400,0.17717043861168727,0.9066666666666666,0.06397552081034519,0.98
401,0.10985997633944297,0.8688888888888889,0.075974563103955,0.98
402,0.18098433370348707,0.9088888888888889,0.05217255739086113,0.98
403,0.0928546279219204,0.9,0.06002545814408222,0.98
404,0.15908324676726399,0.8822222222222222,0.07660590370323916,0.98
405,0.24968876655149305,0.9111111111111111,0.06862353918768349,0.98
406,0.2676866588279091,0.8511111111111112,0.07144985916966107,0.98
407,0.19774843413575455,0.88,0.0793010809320549,0.98
408,0.1565390274024986,0.8244444444444444,0.06538744617137127,0.98
409,0.07345507568519177,0.9111111111111111,0.556801346487191,0.98
410,0.11346105714168014,0.9222222222222223,0.06516426902362582,0.98
411,0.1280235987285088,0.9133333333333333,0.07450151450757403,0.98
412,0.2226752921224347,0.9088888888888889,0.08084913054881326,0.98
413,0.16156303956863824,0.8866666666666667,0.061159863737884734,0.98
414,0.1191105042616355,0.8777777777777778,0.07347652157477569,0.98
415,0.07633740524761379,0.9044444444444445,0.0623622599960072,0.98
416,0.08698907820909316,0.92,0.07406579601956764,0.98
417,0.09724403177548585,0.9333333333333333,0.07305930220104528,0.98
418,0.18366174088341408,0.9177777777777778,0.08911092298149015,0.96
419,0.17905696613136038,0.8977777777777778,0.09639954358863179,0.98
420,0.13020299696202936,0.9133333333333333,0.08995181463978952,0.98
421,0.11475887916307768,0.9111111111111111,0.0878903837742655,0.98
422,0.0944258325315755,0.9244444444444444,0.07744240732790786,0.98
423,0.09383628321490411,0.9066666666666666,0.07776016167190392,0.98
424,0.12266146594754837,0.9244444444444444,0.07150668912419178,0.98
425,0.10211033871244832,0.9088888888888889,0.06411597401893232,0.98
426,0.07574729769338115,0.9111111111111111,0.07171958571598225,0.98
427,0.048979521229269046,0.9622222222222222,0.0695742483567301,0.98
428,0.13185261144977192,0.9422222222222222,0.0750994770073703,0.98
